,CommonName,SciName,Family,About,Audios
1187,Whimbrel,Numenius phaeopus,Scolopacidae,Whimbrel may refer:,https://xeno-canto.org/122894/download
1188,Whiskered tern,Chlidonias hybrida,Laridae,"The whiskered tern is a tern in the family Laridae. The genus name is from Ancient Greek khelidonios, ""swallow-like"", from khelidon, ""swallow"". The specific hybridus is Latin for hybrid; Pallas thought it might be a hybrid of white-winged black tern and common tern, writing ""Sterna fissipes [Chlidonias leucopterus] et Hirundine [Sterna hirundo] natam”.",https://xeno-canto.org/452751/download
1189,Whiskered yuhina,Yuhina flavicollis,Zosteropidae,"The whiskered yuhina is a bird species in the white-eye family Zosteropidae. Its range extends across the Himalayan forests in northern India to northeast Indian states, Nepal, Bhutan, Bangladesh and in the east to Indochina including Laos, Myanmar, Thailand, and Vietnam. Its natural habitat is subtropical or tropical moist montane forests. The whiskered yuhina is sometimes found in mixed hunting parties with other yuhina and fulvetta species, but it has also been reported to not associate with mixed hunting parties in some areas. It is described as one of the commonest yuhinas in the Himalayas, although it is relatively uncommon to rare at low elevations. It prefers relatively undisturbed closed canopy cover. It is one among several other birds hunted by livestock herders in Northeast India.",https://xeno-canto.org/105265/download
1190,White stork,Ciconia ciconia,Ciconiidae,"The white stork is a large bird in the stork family, Ciconiidae. Its plumage is mainly white, with black on the bird's wings. Adults have long red legs and long pointed red beaks, and measure on average 100–115 cm (39–45 in) from beak tip to end of tail, with a 155–215 cm (61–85 in) wingspan. The two subspecies, which differ slightly in size, breed in Europe, northwestern Africa, southwestern Asia and southern Africa. The white stork is a long-distance migrant, wintering in Africa from tropical Sub-Saharan Africa to as far south as South Africa, or on the Indian subcontinent. When migrating between Europe and Africa, it avoids crossing the Mediterranean Sea and detours via the Levant in the east or the Strait of Gibraltar in the west, because the air thermals on which it depends for soaring do not form over water.",https://xeno-canto.org/343485/download
1191,,,,,
1192,White wagtail,Motacilla alba,Motacillidae,"The white wagtail is a small passerine bird in the family Motacillidae, which also includes pipits and longclaws. The species breeds in much of Europe and the Asian Palearctic and parts of North Africa. It has a toehold in Alaska as a scarce breeder. It is resident in the mildest parts of its range, but otherwise migrates to Africa. In Ireland and Great Britain, the darker subspecies, the pied wagtail or water wagtail predominates. In total, there are between 9 and 11 subspecies.",https://xeno-canto.org/590567/download
1193,White-bellied blue flycatcher,Cyornis pallidipes,Muscicapidae,"The white-bellied blue flycatcher is a small passerine bird in the flycatcher family Muscicapidae. It is endemic to the Western Ghats of southwest India. Males are dark blue with a lighter shade of blue on the brow and have a greyish white belly. Females have a rufous breast, a white face and olive grey above.",https://xeno-canto.org/178279/download
1194,White-bellied blue robin,Sholicola albiventris,Muscicapidae,"The white-bellied blue robin or white-bellied sholakili , is a bird of the family Muscicapidae. It is endemic to the Shola forests of the higher hills of southern India. The Nilgiri blue robin and this species were once considered separate species, later lumped as sub-species of a single species (major) and elevated again to full species in 2005 by Pamela C. Rasmussen. The species was earlier thought to be related to the shortwings and placed in the genus Brachypteryx and later moved to Myiomela since species in the genus Brachypteryx shows marked sexual dimorphism. In 2017, a study found that this is a sister group of the flycatchers in the genera Niltava, Cyornis and Eumyias among others. It was then placed in newly erected genus Sholicola. This small bird is found on the forest floor and undergrowth of dense forest patches sheltered in the valleys of montane grassland, a restricted and threatened habitat.",https://xeno-canto.org/369337/download
1195,White-bellied drongo,Dicrurus caerulescens,Dicruridae,"The white-bellied drongo  is a species of drongo found across the Indian Subcontinent. Like other members of the family Dicruridae, they are insectivorous and mainly black in colour, but with a white belly and vent. Young birds are, however, all black and may be confused with the black drongo, which is smaller and more compact in appearance. The subspecies found in Sri Lanka has white restricted to the vent.",https://xeno-canto.org/643754/download
1196,White-bellied erpornis,Erpornis zantholeuca,Vireonidae,"The white-bellied erpornis or simply erpornis is a species of bird. It is the only member of the genus Erpornis. This bird is found in Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar, Nepal, Singapore, Taiwan, Thailand, and Vietnam. Its natural habitat is subtropical or tropical moist montane forests.",https://xeno-canto.org/388753/download
1197,,,,,
1198,White-bellied minivet,Pericrocotus erythropygius,Campephagidae,"The white-bellied minivet is a species of minivet found in Nepal and India, mostly in dry deciduous forest.",https://xeno-canto.org/369433/download
1199,,,,,
1200,White-bellied sea eagle,Haliaeetus leucogaster,Accipitridae,"The white-bellied sea eagle, also known as the white-breasted sea eagle, is a large diurnal bird of prey in the family Accipitridae. Originally described by Johann Friedrich Gmelin in 1788, it is closely related to Sanford's sea eagle of the Solomon Islands, and the two are considered a superspecies. A distinctive bird, the adult white-bellied sea eagle has a white head, breast, under-wing coverts and tail. The upper parts are grey and the black under-wing flight feathers contrast with the white coverts. The tail is short and wedge-shaped as in all Haliaeetus species. Like many raptors, the female is slightly larger than the male, and can measure up to 90 cm (35 in) long with a wingspan of up to 2.2 m (7.2 ft), and weigh 4.5 kg (9.9 lb). Immature birds have brown plumage, which is gradually replaced by white until the age of five or six years. The call is a loud goose-like honking.",https://xeno-canto.org/209615/download
1201,,,,,
1202,White-bellied treepie,Dendrocitta leucogastra,Corvidae,The white-bellied treepie is a bird of the crow family endemic to the forests of southern India. They overlap in distribution in some areas with the rufous treepie but are easily to tell apart both from appearance and call.,https://xeno-canto.org/416748/download
1203,White-bellied woodpecker,Dryocopus javensis,Picidae,"The white-bellied woodpecker or great black woodpecker is found in evergreen forests of tropical Asia, including the Indian subcontinent and Southeast Asia. It has 14 subspecies, part of a complex including the Andaman woodpecker. Many island forms are endangered, some are extinct. Populations differ in the distribution and extent of white. They are among the largest of the Asiatic woodpeckers and nest in large dead trees, often beside rivers. Their drums and calls are louder than those of the smaller woodpeckers.",https://xeno-canto.org/44849/download
1204,White-breasted parrotbill,Psittiparus ruficeps,Sylviidae,"The white-breasted parrotbill is a bird species often placed with the Old World babblers or in a distinct family Paradoxornithidae, but it actually seems to belong to the Sylviidae.",https://xeno-canto.org/426847/download
1205,White-breasted waterhen,Amaurornis phoenicurus,Rallidae,"The white-breasted waterhen is a waterbird of the rail and crake family, Rallidae, that is widely distributed across South and Southeast Asia. They are dark slaty birds with a clean white face, breast and belly. They are somewhat bolder than most other rails and are often seen stepping slowly with their tail cocked upright in open marshes or even drains near busy roads. They are largely crepuscular in activity and during the breeding season, just after the first rains, make loud and repetitive croaking calls.",https://xeno-canto.org/430562/download
1206,,,,,
1207,White-browed bulbul,Pycnonotus luteolus,Pycnonotidae,"The white-browed bulbul is a member of the bulbul family of passerine birds. It is a resident breeder in Sri Lanka and peninsular India. Largely olive coloured above with whitish underparts, it has a pale supercilium and a yellow vent. They are found in dense scrub habitats, where they skulk within vegetation and can be difficult to see although their loud and distinct burst of calls is distinctive.",https://xeno-canto.org/575154/download
1208,White-browed bush chat,Saxicola macrorhynchus,Muscicapidae,"The white-browed bush chat, also known as Stoliczka's bushchat, is an Old World flycatcher in the genus Saxicola. The alternative name is after the discoverer, geologist and explorer Ferdinand Stoliczka.",https://xeno-canto.org/121227/download
